state,district,category,type,date,crimes,sex,age,ethnicity,population
Johor,Seri Alam,assault,robbery_solo_armed,2017,0,both,overall,overall,3697.0
Johor,Seri Alam,assault,robbery_solo_armed,2018,0,both,overall,overall,3749.4
Johor,Seri Alam,assault,robbery_solo_armed,2019,0,both,overall,overall,3761.2
Johor,Seri Alam,assault,robbery_solo_armed,2020,0,both,overall,overall,4009.7
Johor,Seri Alam,assault,robbery_solo_armed,2021,0,both,overall,overall,4020.0
Johor,Seri Alam,assault,robbery_solo_armed,2022,0,both,overall,overall,4028.3
Johor,Seri Alam,assault,robbery_solo_unarmed,2016,26,both,overall,overall,3651.8
Johor,Seri Alam,assault,robbery_solo_unarmed,2017,21,both,overall,overall,3697.0
Johor,Seri Alam,assault,robbery_solo_unarmed,2018,18,both,overall,overall,3749.4
Johor,Seri Alam,assault,robbery_solo_unarmed,2019,17,both,overall,overall,3761.2
Johor,Seri Alam,assault,robbery_solo_unarmed,2020,63,both,overall,overall,4009.7
Johor,Seri Alam,assault,robbery_solo_unarmed,2021,30,both,overall,overall,4020.0
Johor,Seri Alam,assault,robbery_solo_unarmed,2022,28,both,overall,overall,4028.3
Johor,Seri Alam,property,all,2016,1528,both,overall,overall,3651.8
Johor,Seri Alam,property,all,2017,1221,both,overall,overall,3697.0
Johor,Seri Alam,property,all,2018,1195,both,overall,overall,3749.4
Johor,Seri Alam,property,all,2019,1278,both,overall,overall,3761.2
Johor,Seri Alam,property,all,2020,1118,both,overall,overall,4009.7
Johor,Seri Alam,property,all,2021,726,both,overall,overall,4020.0
Johor,Seri Alam,property,all,2022,649,both,overall,overall,4028.3
Johor,Seri Alam,property,break_in,2016,94,both,overall,overall,3651.8
Johor,Seri Alam,property,break_in,2017,106,both,overall,overall,3697.0
Johor,Seri Alam,property,break_in,2018,132,both,overall,overall,3749.4
Johor,Seri Alam,property,break_in,2019,124,both,overall,overall,3761.2
Johor,Seri Alam,property,break_in,2020,196,both,overall,overall,4009.7
Johor,Seri Alam,property,break_in,2021,171,both,overall,overall,4020.0
Johor,Seri Alam,property,break_in,2022,140,both,overall,overall,4028.3
Johor,Seri Alam,property,theft_other,2016,119,both,overall,overall,3651.8
Johor,Seri Alam,property,theft_other,2017,136,both,overall,overall,3697.0
Johor,Seri Alam,property,theft_other,2018,182,both,overall,overall,3749.4
Johor,Seri Alam,property,theft_other,2019,151,both,overall,overall,3761.2
Johor,Seri Alam,property,theft_other,2020,171,both,overall,overall,4009.7
Johor,Seri Alam,property,theft_other,2021,157,both,overall,overall,4020.0
Johor,Seri Alam,property,theft_other,2022,163,both,overall,overall,4028.3
Johor,Seri Alam,property,theft_vehicle_lorry,2016,121,both,overall,overall,3651.8
Johor,Seri Alam,property,theft_vehicle_lorry,2017,63,both,overall,overall,3697.0
Johor,Seri Alam,property,theft_vehicle_lorry,2018,60,both,overall,overall,3749.4
Johor,Seri Alam,property,theft_vehicle_lorry,2019,45,both,overall,overall,3761.2
Johor,Seri Alam,property,theft_vehicle_lorry,2020,33,both,overall,overall,4009.7
Johor,Seri Alam,property,theft_vehicle_lorry,2021,24,both,overall,overall,4020.0
Johor,Seri Alam,property,theft_vehicle_lorry,2022,16,both,overall,overall,4028.3
Johor,Seri Alam,property,theft_vehicle_motorcar,2016,273,both,overall,overall,3651.8
Johor,Seri Alam,property,theft_vehicle_motorcar,2017,165,both,overall,overall,3697.0
Johor,Seri Alam,property,theft_vehicle_motorcar,2018,168,both,overall,overall,3749.4
Johor,Seri Alam,property,theft_vehicle_motorcar,2019,195,both,overall,overall,3761.2
Johor,Seri Alam,property,theft_vehicle_motorcar,2020,141,both,overall,overall,4009.7
Johor,Seri Alam,property,theft_vehicle_motorcar,2021,87,both,overall,overall,4020.0
Johor,Seri Alam,property,theft_vehicle_motorcar,2022,93,both,overall,overall,4028.3
Johor,Seri Alam,property,theft_vehicle_motorcycle,2016,921,both,overall,overall,3651.8
Johor,Seri Alam,property,theft_vehicle_motorcycle,2017,751,both,overall,overall,3697.0
Johor,Seri Alam,property,theft_vehicle_motorcycle,2018,653,both,overall,overall,3749.4
Johor,Seri Alam,property,theft_vehicle_motorcycle,2019,763,both,overall,overall,3761.2
Johor,Seri Alam,property,theft_vehicle_motorcycle,2020,577,both,overall,overall,4009.7
Johor,Seri Alam,property,theft_vehicle_motorcycle,2021,287,both,overall,overall,4020.0
Johor,Seri Alam,property,theft_vehicle_motorcycle,2022,237,both,overall,overall,4028.3
Kedah,All,assault,all,2016,1239,both,overall,overall,2119.7
Kedah,All,assault,all,2017,996,both,overall,overall,2143.9
Kedah,All,assault,all,2018,989,both,overall,overall,2163.0
Kedah,All,assault,all,2019,937,both,overall,overall,2173.7
Kedah,All,assault,all,2020,674,both,overall,overall,2131.4
Kedah,All,assault,all,2021,734,both,overall,overall,2151.7
Kedah,All,assault,all,2022,893,both,overall,overall,2163.1
Kedah,All,assault,causing_injury,2016,398,both,overall,overall,2119.7
Kedah,All,assault,causing_injury,2017,364,both,overall,overall,2143.9
Kedah,All,assault,causing_injury,2018,337,both,overall,overall,2163.0
Kedah,All,assault,causing_injury,2019,328,both,overall,overall,2173.7
Kedah,All,assault,causing_injury,2020,272,both,overall,overall,2131.4
Kedah,All,assault,causing_injury,2021,274,both,overall,overall,2151.7
Kedah,All,assault,causing_injury,2022,302,both,overall,overall,2163.1
Kedah,All,assault,murder,2016,17,both,overall,overall,2119.7
Kedah,All,assault,murder,2017,21,both,overall,overall,2143.9
Kedah,All,assault,murder,2018,9,both,overall,overall,2163.0
Kedah,All,assault,murder,2019,20,both,overall,overall,2173.7
Kedah,All,assault,murder,2020,13,both,overall,overall,2131.4
Kedah,All,assault,murder,2021,11,both,overall,overall,2151.7
Kedah,All,assault,murder,2022,15,both,overall,overall,2163.1
Kedah,All,assault,rape,2016,165,both,overall,overall,2119.7
Kedah,All,assault,rape,2017,119,both,overall,overall,2143.9
Kedah,All,assault,rape,2018,119,both,overall,overall,2163.0
Kedah,All,assault,rape,2019,145,both,overall,overall,2173.7
Kedah,All,assault,rape,2020,119,both,overall,overall,2131.4
Kedah,All,assault,rape,2021,148,both,overall,overall,2151.7
Kedah,All,assault,rape,2022,159,both,overall,overall,2163.1
Kedah,All,assault,robbery_gang_armed,2016,2,both,overall,overall,2119.7
Kedah,All,assault,robbery_gang_armed,2017,2,both,overall,overall,2143.9
Kedah,All,assault,robbery_gang_armed,2018,2,both,overall,overall,2163.0
Kedah,All,assault,robbery_gang_armed,2019,2,both,overall,overall,2173.7
Kedah,All,assault,robbery_gang_armed,2020,0,both,overall,overall,2131.4
Kedah,All,assault,robbery_gang_armed,2021,1,both,overall,overall,2151.7
Kedah,All,assault,robbery_gang_armed,2022,0,both,overall,overall,2163.1
Kedah,All,assault,robbery_gang_unarmed,2016,461,both,overall,overall,2119.7
Kedah,All,assault,robbery_gang_unarmed,2017,333,both,overall,overall,2143.9
Kedah,All,assault,robbery_gang_unarmed,2018,353,both,overall,overall,2163.0
Kedah,All,assault,robbery_gang_unarmed,2019,278,both,overall,overall,2173.7
Kedah,All,assault,robbery_gang_unarmed,2020,103,both,overall,overall,2131.4
Kedah,All,assault,robbery_gang_unarmed,2021,190,both,overall,overall,2151.7
Kedah,All,assault,robbery_gang_unarmed,2022,217,both,overall,overall,2163.1
Kedah,All,assault,robbery_solo_armed,2016,2,both,overall,overall,2119.7
Kedah,All,assault,robbery_solo_armed,2017,0,both,overall,overall,2143.9
Kedah,All,assault,robbery_solo_armed,2018,0,both,overall,overall,2163.0
Kedah,All,assault,robbery_solo_armed,2019,2,both,overall,overall,2173.7
Kedah,All,assault,robbery_solo_armed,2020,0,both,overall,overall,2131.4
Kedah,All,assault,robbery_solo_armed,2021,0,both,overall,overall,2151.7
Kedah,All,assault,robbery_solo_armed,2022,1,both,overall,overall,2163.1
Kedah,All,assault,robbery_solo_unarmed,2016,194,both,overall,overall,2119.7
Kedah,All,assault,robbery_solo_unarmed,2017,157,both,overall,overall,2143.9
Kedah,All,assault,robbery_solo_unarmed,2018,169,both,overall,overall,2163.0
Kedah,All,assault,robbery_solo_unarmed,2019,162,both,overall,overall,2173.7
Kedah,All,assault,robbery_solo_unarmed,2020,167,both,overall,overall,2131.4
Kedah,All,assault,robbery_solo_unarmed,2021,110,both,overall,overall,2151.7
Kedah,All,assault,robbery_solo_unarmed,2022,199,both,overall,overall,2163.1
Kedah,All,property,all,2016,6201,both,overall,overall,2119.7
Kedah,All,property,all,2017,5763,both,overall,overall,2143.9
Kedah,All,property,all,2018,5232,both,overall,overall,2163.0
Kedah,All,property,all,2019,4678,both,overall,overall,2173.7
Kedah,All,property,all,2020,3457,both,overall,overall,2131.4
Kedah,All,property,all,2021,3067,both,overall,overall,2151.7
Kedah,All,property,all,2022,3758,both,overall,overall,2163.1
Kedah,All,property,break_in,2016,1287,both,overall,overall,2119.7
Kedah,All,property,break_in,2017,1350,both,overall,overall,2143.9
Kedah,All,property,break_in,2018,1130,both,overall,overall,2163.0
Kedah,All,property,break_in,2019,1138,both,overall,overall,2173.7
Kedah,All,property,break_in,2020,980,both,overall,overall,2131.4
Kedah,All,property,break_in,2021,989,both,overall,overall,2151.7
Kedah,All,property,break_in,2022,1130,both,overall,overall,2163.1
Kedah,All,property,theft_other,2016,1181,both,overall,overall,2119.7
Kedah,All,property,theft_other,2017,1108,both,overall,overall,2143.9
Kedah,All,property,theft_other,2018,1101,both,overall,overall,2163.0
Kedah,All,property,theft_other,2019,956,both,overall,overall,2173.7
Kedah,All,property,theft_other,2020,797,both,overall,overall,2131.4
Kedah,All,property,theft_other,2021,831,both,overall,overall,2151.7
Kedah,All,property,theft_other,2022,1360,both,overall,overall,2163.1
Kedah,All,property,theft_vehicle_lorry,2016,111,both,overall,overall,2119.7
Kedah,All,property,theft_vehicle_lorry,2017,81,both,overall,overall,2143.9
Kedah,All,property,theft_vehicle_lorry,2018,56,both,overall,overall,2163.0
Kedah,All,property,theft_vehicle_lorry,2019,78,both,overall,overall,2173.7
Kedah,All,property,theft_vehicle_lorry,2020,46,both,overall,overall,2131.4
Kedah,All,property,theft_vehicle_lorry,2021,24,both,overall,overall,2151.7
Kedah,All,property,theft_vehicle_lorry,2022,30,both,overall,overall,2163.1
Kedah,All,property,theft_vehicle_motorcar,2016,497,both,overall,overall,2119.7
Kedah,All,property,theft_vehicle_motorcar,2017,378,both,overall,overall,2143.9
Kedah,All,property,theft_vehicle_motorcar,2018,366,both,overall,overall,2163.0
Kedah,All,property,theft_vehicle_motorcar,2019,314,both,overall,overall,2173.7
Kedah,All,property,theft_vehicle_motorcar,2020,235,both,overall,overall,2131.4
Kedah,All,property,theft_vehicle_motorcar,2021,140,both,overall,overall,2151.7
Kedah,All,property,theft_vehicle_motorcar,2022,172,both,overall,overall,2163.1
Kedah,All,property,theft_vehicle_motorcycle,2016,3125,both,overall,overall,2119.7
Kedah,All,property,theft_vehicle_motorcycle,2017,2846,both,overall,overall,2143.9
Kedah,All,property,theft_vehicle_motorcycle,2018,2579,both,overall,overall,2163.0
Kedah,All,property,theft_vehicle_motorcycle,2019,2192,both,overall,overall,2173.7
Kedah,All,property,theft_vehicle_motorcycle,2020,1399,both,overall,overall,2131.4
Kedah,All,property,theft_vehicle_motorcycle,2021,1083,both,overall,overall,2151.7
Kedah,All,property,theft_vehicle_motorcycle,2022,1066,both,overall,overall,2163.1
Kedah,Baling,assault,all,2016,69,both,overall,overall,2119.7
Kedah,Baling,assault,all,2017,65,both,overall,overall,2143.9
Kedah,Baling,assault,all,2018,55,both,overall,overall,2163.0
Kedah,Baling,assault,all,2019,36,both,overall,overall,2173.7
Kedah,Baling,assault,all,2020,27,both,overall,overall,2131.4
Kedah,Baling,assault,all,2021,43,both,overall,overall,2151.7
Kedah,Baling,assault,all,2022,47,both,overall,overall,2163.1
Kedah,Baling,assault,causing_injury,2016,31,both,overall,overall,2119.7
Kedah,Baling,assault,causing_injury,2017,29,both,overall,overall,2143.9
Kedah,Baling,assault,causing_injury,2018,26,both,overall,overall,2163.0
Kedah,Baling,assault,causing_injury,2019,20,both,overall,overall,2173.7
Kedah,Baling,assault,causing_injury,2020,13,both,overall,overall,2131.4
Kedah,Baling,assault,causing_injury,2021,17,both,overall,overall,2151.7
Kedah,Baling,assault,causing_injury,2022,19,both,overall,overall,2163.1
Kedah,Baling,assault,murder,2016,2,both,overall,overall,2119.7
Kedah,Baling,assault,murder,2017,0,both,overall,overall,2143.9
Kedah,Baling,assault,murder,2018,0,both,overall,overall,2163.0
Kedah,Baling,assault,murder,2019,1,both,overall,overall,2173.7
Kedah,Baling,assault,murder,2020,1,both,overall,overall,2131.4
Kedah,Baling,assault,murder,2021,0,both,overall,overall,2151.7
Kedah,Baling,assault,murder,2022,1,both,overall,overall,2163.1
Kedah,Baling,assault,rape,2016,8,both,overall,overall,2119.7
Kedah,Baling,assault,rape,2017,11,both,overall,overall,2143.9
Kedah,Baling,assault,rape,2018,5,both,overall,overall,2163.0
Kedah,Baling,assault,rape,2019,7,both,overall,overall,2173.7
Kedah,Baling,assault,rape,2020,5,both,overall,overall,2131.4
Kedah,Baling,assault,rape,2021,8,both,overall,overall,2151.7
Kedah,Baling,assault,rape,2022,12,both,overall,overall,2163.1
Kedah,Baling,assault,robbery_gang_armed,2016,0,both,overall,overall,2119.7
Kedah,Baling,assault,robbery_gang_armed,2017,0,both,overall,overall,2143.9
Kedah,Baling,assault,robbery_gang_armed,2018,0,both,overall,overall,2163.0
Kedah,Baling,assault,robbery_gang_armed,2019,0,both,overall,overall,2173.7
Kedah,Baling,assault,robbery_gang_armed,2020,0,both,overall,overall,2131.4
Kedah,Baling,assault,robbery_gang_armed,2021,0,both,overall,overall,2151.7
Kedah,Baling,assault,robbery_gang_armed,2022,0,both,overall,overall,2163.1
Kedah,Baling,assault,robbery_gang_unarmed,2016,17,both,overall,overall,2119.7
Kedah,Baling,assault,robbery_gang_unarmed,2017,17,both,overall,overall,2143.9
Kedah,Baling,assault,robbery_gang_unarmed,2018,15,both,overall,overall,2163.0
Kedah,Baling,assault,robbery_gang_unarmed,2019,6,both,overall,overall,2173.7
Kedah,Baling,assault,robbery_gang_unarmed,2020,4,both,overall,overall,2131.4
Kedah,Baling,assault,robbery_gang_unarmed,2021,11,both,overall,overall,2151.7
Kedah,Baling,assault,robbery_gang_unarmed,2022,7,both,overall,overall,2163.1
Kedah,Baling,assault,robbery_solo_armed,2016,0,both,overall,overall,2119.7
Kedah,Baling,assault,robbery_solo_armed,2017,0,both,overall,overall,2143.9
Kedah,Baling,assault,robbery_solo_armed,2018,0,both,overall,overall,2163.0
Kedah,Baling,assault,robbery_solo_armed,2019,0,both,overall,overall,2173.7
Kedah,Baling,assault,robbery_solo_armed,2020,0,both,overall,overall,2131.4
Kedah,Baling,assault,robbery_solo_armed,2021,0,both,overall,overall,2151.7
Kedah,Baling,assault,robbery_solo_armed,2022,0,both,overall,overall,2163.1
Kedah,Baling,assault,robbery_solo_unarmed,2016,11,both,overall,overall,2119.7
Kedah,Baling,assault,robbery_solo_unarmed,2017,8,both,overall,overall,2143.9
Kedah,Baling,assault,robbery_solo_unarmed,2018,9,both,overall,overall,2163.0
Kedah,Baling,assault,robbery_solo_unarmed,2019,2,both,overall,overall,2173.7
Kedah,Baling,assault,robbery_solo_unarmed,2020,4,both,overall,overall,2131.4
Kedah,Baling,assault,robbery_solo_unarmed,2021,7,both,overall,overall,2151.7
Kedah,Baling,assault,robbery_solo_unarmed,2022,8,both,overall,overall,2163.1
Kedah,Baling,property,all,2016,351,both,overall,overall,2119.7
Kedah,Baling,property,all,2017,255,both,overall,overall,2143.9
Kedah,Baling,property,all,2018,281,both,overall,overall,2163.0
Kedah,Baling,property,all,2019,270,both,overall,overall,2173.7
Kedah,Baling,property,all,2020,186,both,overall,overall,2131.4
Kedah,Baling,property,all,2021,165,both,overall,overall,2151.7
Kedah,Baling,property,all,2022,268,both,overall,overall,2163.1
Kedah,Baling,property,break_in,2016,41,both,overall,overall,2119.7
Kedah,Baling,property,break_in,2017,46,both,overall,overall,2143.9
Kedah,Baling,property,break_in,2018,66,both,overall,overall,2163.0
Kedah,Baling,property,break_in,2019,49,both,overall,overall,2173.7
Kedah,Baling,property,break_in,2020,50,both,overall,overall,2131.4
Kedah,Baling,property,break_in,2021,47,both,overall,overall,2151.7
Kedah,Baling,property,break_in,2022,94,both,overall,overall,2163.1
Kedah,Baling,property,theft_other,2016,65,both,overall,overall,2119.7
Kedah,Baling,property,theft_other,2017,43,both,overall,overall,2143.9
Kedah,Baling,property,theft_other,2018,47,both,overall,overall,2163.0
Kedah,Baling,property,theft_other,2019,50,both,overall,overall,2173.7
Kedah,Baling,property,theft_other,2020,49,both,overall,overall,2131.4
Kedah,Baling,property,theft_other,2021,52,both,overall,overall,2151.7
Kedah,Baling,property,theft_other,2022,84,both,overall,overall,2163.1
Kedah,Baling,property,theft_vehicle_lorry,2016,4,both,overall,overall,2119.7
Kedah,Baling,property,theft_vehicle_lorry,2017,0,both,overall,overall,2143.9
Kedah,Baling,property,theft_vehicle_lorry,2018,0,both,overall,overall,2163.0
Kedah,Baling,property,theft_vehicle_lorry,2019,4,both,overall,overall,2173.7
Kedah,Baling,property,theft_vehicle_lorry,2020,2,both,overall,overall,2131.4
Kedah,Baling,property,theft_vehicle_lorry,2021,0,both,overall,overall,2151.7
Kedah,Baling,property,theft_vehicle_lorry,2022,2,both,overall,overall,2163.1
Kedah,Baling,property,theft_vehicle_motorcar,2016,17,both,overall,overall,2119.7
Kedah,Baling,property,theft_vehicle_motorcar,2017,13,both,overall,overall,2143.9
Kedah,Baling,property,theft_vehicle_motorcar,2018,11,both,overall,overall,2163.0
Kedah,Baling,property,theft_vehicle_motorcar,2019,14,both,overall,overall,2173.7
Kedah,Baling,property,theft_vehicle_motorcar,2020,11,both,overall,overall,2131.4
Kedah,Baling,property,theft_vehicle_motorcar,2021,1,both,overall,overall,2151.7
Kedah,Baling,property,theft_vehicle_motorcar,2022,8,both,overall,overall,2163.1
Kedah,Baling,property,theft_vehicle_motorcycle,2016,224,both,overall,overall,2119.7
Kedah,Baling,property,theft_vehicle_motorcycle,2017,153,both,overall,overall,2143.9
Kedah,Baling,property,theft_vehicle_motorcycle,2018,157,both,overall,overall,2163.0
Kedah,Baling,property,theft_vehicle_motorcycle,2019,153,both,overall,overall,2173.7
Kedah,Baling,property,theft_vehicle_motorcycle,2020,74,both,overall,overall,2131.4
Kedah,Baling,property,theft_vehicle_motorcycle,2021,65,both,overall,overall,2151.7
Kedah,Baling,property,theft_vehicle_motorcycle,2022,80,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,all,2020,4,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,all,2021,4,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,all,2022,13,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,causing_injury,2020,0,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,causing_injury,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,causing_injury,2022,8,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,murder,2020,0,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,murder,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,murder,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,rape,2020,2,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,rape,2021,3,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,rape,2022,3,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,robbery_gang_armed,2020,0,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,robbery_gang_armed,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,robbery_gang_armed,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2020,1,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2021,1,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,robbery_solo_armed,2020,0,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,robbery_solo_armed,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,robbery_solo_armed,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2020,1,both,overall,overall,2131.4
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2022,2,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,all,2020,31,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,all,2021,30,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,all,2022,38,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,break_in,2020,8,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,break_in,2021,11,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,break_in,2022,13,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,theft_other,2020,10,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,theft_other,2021,15,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,theft_other,2022,18,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2020,1,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2020,2,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2021,0,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2022,0,both,overall,overall,2163.1
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2020,10,both,overall,overall,2131.4
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2021,4,both,overall,overall,2151.7
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2022,7,both,overall,overall,2163.1
Kedah,Bandar Bharu,assault,all,2016,20,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,all,2017,11,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,all,2018,15,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,all,2019,14,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,causing_injury,2016,7,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,causing_injury,2017,2,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,causing_injury,2018,3,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,causing_injury,2019,3,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,murder,2016,0,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,murder,2017,0,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,murder,2018,0,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,murder,2019,1,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,rape,2016,1,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,rape,2017,1,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,rape,2018,3,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,rape,2019,0,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,robbery_gang_armed,2016,0,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,robbery_gang_armed,2017,0,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,robbery_gang_armed,2018,0,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,robbery_gang_armed,2019,0,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2016,8,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2017,7,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2018,5,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2019,7,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,robbery_solo_armed,2016,0,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,robbery_solo_armed,2017,0,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,robbery_solo_armed,2018,0,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,robbery_solo_armed,2019,0,both,overall,overall,2173.7
Kedah,Bandar Bharu,assault,robbery_solo_unarmed,2016,4,both,overall,overall,2119.7
Kedah,Bandar Bharu,assault,robbery_solo_unarmed,2017,1,both,overall,overall,2143.9
Kedah,Bandar Bharu,assault,robbery_solo_unarmed,2018,4,both,overall,overall,2163.0
Kedah,Bandar Bharu,assault,robbery_solo_unarmed,2019,3,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,all,2016,52,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,all,2017,57,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,all,2018,51,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,all,2019,44,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,break_in,2016,11,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,break_in,2017,13,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,break_in,2018,13,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,break_in,2019,20,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,theft_other,2016,12,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,theft_other,2017,21,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,theft_other,2018,26,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,theft_other,2019,16,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,theft_vehicle_lorry,2016,1,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,theft_vehicle_lorry,2017,0,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,theft_vehicle_lorry,2018,1,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,theft_vehicle_lorry,2019,0,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,theft_vehicle_motorcar,2016,4,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,theft_vehicle_motorcar,2017,4,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,theft_vehicle_motorcar,2018,1,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,theft_vehicle_motorcar,2019,0,both,overall,overall,2173.7
Kedah,Bandar Bharu,property,theft_vehicle_motorcycle,2016,24,both,overall,overall,2119.7
Kedah,Bandar Bharu,property,theft_vehicle_motorcycle,2017,19,both,overall,overall,2143.9
Kedah,Bandar Bharu,property,theft_vehicle_motorcycle,2018,10,both,overall,overall,2163.0
Kedah,Bandar Bharu,property,theft_vehicle_motorcycle,2019,8,both,overall,overall,2173.7
Kedah,Kota Setar,assault,all,2016,343,both,overall,overall,2119.7
Kedah,Kota Setar,assault,all,2017,165,both,overall,overall,2143.9
Kedah,Kota Setar,assault,all,2018,196,both,overall,overall,2163.0
Kedah,Kota Setar,assault,all,2019,181,both,overall,overall,2173.7
Kedah,Kota Setar,assault,all,2020,130,both,overall,overall,2131.4
Kedah,Kota Setar,assault,all,2021,175,both,overall,overall,2151.7
Kedah,Kota Setar,assault,all,2022,215,both,overall,overall,2163.1
Kedah,Kota Setar,assault,causing_injury,2016,94,both,overall,overall,2119.7
Kedah,Kota Setar,assault,causing_injury,2017,68,both,overall,overall,2143.9
Kedah,Kota Setar,assault,causing_injury,2018,64,both,overall,overall,2163.0
Kedah,Kota Setar,assault,causing_injury,2019,70,both,overall,overall,2173.7
Kedah,Kota Setar,assault,causing_injury,2020,62,both,overall,overall,2131.4
